Company,ISIN,Country,Publication date,Claim full compliance,Name of Auditor,Report link,SASB industry (SICS® Industries)
PFA,n.a.,Denmark,2025-02-06,TRUE,EY,https://english.pfa.dk/-/media/pfa-v2/english/documents/about-pfa/financial-information/annual-reports/pfa-holding-annual-report-2024.pdf?rev=41de44133c3b4aea951ff797af91084a,Insurance
TKH,NL0000852523,Netherlands,2025-03-11,TRUE,EY,https://storage.tkhgroup.com/cms/assets/TKH_Annual_Report_2024_324a0e861e.pdf,Software & IT Services
Coface,FR0010667147,France,2025-04-04,TRUE,Deloitte,https://www.coface.com/content/download/77767/file/2025%2003%2004%20COFACE%20URD%202024%20UK%20Web.pdf,Insurance
Eurocash,PLEURCH00011,Poland,2025-04-03,TRUE,Grant Thornton,https://stecwwwprod001.blob.core.windows.net/public/2025-04-03/RaportRoczny2024EN.pdf,Food Retailers & Distributors
Sonae,PTSON0AM0001,Portugal,2025-04-03,TRUE,PwC,https://www.sonae.pt/fotos/dados_fin/sonae_annual_report_2024_153160969667ef95e9352db.pdf,Food Retailers & Distributors
Covivio,FR0000064578,France,2025-04-04,TRUE,EY,https://files.webdisclosure.com/1325851/Covivio__2024_Universal_Registration_Document.pdf,Real Estate
TotalEnergies,FR0000120271,France,2025-03-31,TRUE,EY,https://totalenergies.com/system/files/documents/totalenergies_universal-registration-document-2024_2025_en.pdf,Oil & Gas – Exploration & Production
Eni,IT0003132476,Italy,2025-04-04,TRUE,PwC,https://www.eni.com/content/dam/enicom/documents/eng/reports/2024/ar-2024/Annual-Report-2024.pdf,Oil & Gas – Exploration & Production
EPSO-G,n.a.,Lithuania,2025-03-31,TRUE,PwC,https://www.epsog.lt/uploads/documents/files/finansine-informacija/EPSO-G%20management%20report%202024.pdf,Electric Utilities & Power Generators
Telia Lithuania,LT0000123911,Lithuania,2025-04-03,TRUE,PwC,https://www.telia.lt/medias/telia-lietuva-annual-report-2024.pdf?context=bWFzdGVyfGZja0ltYWdlL0Rva3VtZW50YWkvS29ycG9yYXR5dmluaWFpL0F0YXNrYWl0b3N8MzAzMDkzNDN8YXBwbGljYXRpb24vcGRmfGZja0ltYWdlL0Rva3VtZW50YWkvS29ycG9yYXR5dmluaWFpL0F0YXNrYWl0b3MvaDc3L2gzMy8xMzYxMDAyNTMyMDQ3OC5wZGZ8NmJiZmE3NjUyZGY3MjNhODhmYWEzYmUxZWQzMGZkY2RlOTg0OTllYjI0ZmQ2MjliYWM1ODY0YTJjZjlkZWI5ZQ,Telecommunication Services
Benefit Systems,PLBNFTS00018,Poland,2025-04-08,TRUE,KPMG,https://corp.benefitsystems.pl/fileadmin/benefitsystems/relacje_inwestorskie/Raporty_okresowe/2024/12M/Skonsolidowany/ENG/Directors__Report_on_the_Operations_of_the_Benefit_Systems_Group_for_2024.pdf,Professional & Commercial Services
FMO,n.a.,Netherlands,2025-03-25,TRUE,EY,https://annualreport.fmo.nl/external/asset/download/project/f9a9530a-03ed-0000-7f0a-349612781de1/name/FMO%20Annual%20Report%202024_complete_LR.pdf,Investment Banking & Brokerage
Shell,GB00BP6MXD84,United Kingdom,2025-03-25,TRUE,EY,https://www.shell.com/investors/results-and-reporting/annual-report/_jcr_content/root/main/section_2113846431/link_list/links/item0.stream/1742873115632/6c20b8111738b9a590ba145f0d1c4fa0e530dae0/shell-annual-report-2024.pdf,Oil & Gas – Exploration & Production
OMV,AT0000743059,Austria,2025-04-07,TRUE,KPMG,https://reports.omv.com/en/annual-report/2024/_assets/downloads/entire-omv-ar24.pdf?h=AXaBFK3e,Oil & Gas – Refining & Marketing
Vattenfall,XS0422688019,Sweden,2025-03-24,TRUE,PwC,https://group.vattenfall.com/de/globalassets/com/sustainability/vattenfall-annual-and-sustainability-report-2024.pdf,Electric Utilities & Power Generators
Groupe Bruxelles Lambert (GBL),BE0003797140,Belgium,2025-04-09,TRUE,PwC,https://www.gbl.com/en/media/4197/GBL_RA2024_ESG_EN.pdf,Asset Management & Custody Activities
Multiconsult,NO0010734338,Norway,2025-03-18,TRUE,Deloitte,https://www.multiconsultgroup.com/globalassets/group/reports-annual/multiconsult---annual-report-2024_f41-web.pdf,Engineering & Construction Services
RENK Group,DE000RENK730,Germany,2025-03-26,TRUE,PwC,https://ir.renk.com/media/document/30a5cdda-0c11-4afd-b650-2f1b67a0ec6a/assets/2024_RGA_Annnual_Report_01.pdf,Industrial Machinery & Goods
dsm-firmenich,CH1216478797,Switzerland,2025-02-28,TRUE,KPMG,https://annualreport.dsm-firmenich.com/2024/_assets/downloads/entire-dsmfirmenich-iar24.pdf,Chemicals
Vivendi,FR0000127771,France,2025-04-07,TRUE,Deloitte & Grant Thornton,https://www.vivendi.com/wp-content/uploads/2025/04/20250407_VIV_VIVENDI_URD_EN.pdf,Media & Entertainment
74Software,FR0011040500,France,2025-03-24,TRUE,ACA Nexia & Forvis Mazars,https://www.74software.com/sites/default/files/financial_documents/2024%20-%20DEU%20-%20VEN%20-%2024%20mars.pdf,Software & IT Services
Acciona,ES0125220311,Spain,2025-02-12,TRUE,KPMG,https://www.acciona.com/content/dam/acciona-global/documentos/cnmv/2025/informe-sostenibilidad-2024.pdf,Engineering & Construction Services
TF1,FR0000054900,France,2025-03-17,TRUE,EY,https://groupe-tf1.fr/sites/default/files//pdf-financiers/TF1_URD_2024_UK_0.pdf,Media & Entertainment
Groupe BPCE,n.a.,France,2025-03-28,TRUE,PwC & Forvis Mazars,https://www.groupebpce.com/app/uploads/2025/03/bpce-urd-2024.pdf,Commercial Banks
CNP assurances,FR0000120222,France,2025-02-27,TRUE,KPMG & Forvis Mazars,https://www.cnp.fr/en/cnp/content/download/12774/file/CNP-Assurances-SA-and-subsidiaries-2024-URD.pdf,Insurance
SAFRAN,FR0000073272,France,2025-03-28,TRUE,Forvis Mazars & EY,https://www.safran-group.com/download/media/447681,Aerospace & Defence
Universal Music Group,NL0015000IY2,Netherlands,2025-03-27,TRUE,EY,https://downloads.ctfassets.net/e66ejtqbaazg/3lVdyJmpf8DQTPMRcxChSQ/80752d027f61e3846f4b5e2a5a62a958/UMG_2024_Annual_Report.pdf,Media & Entertainment
Air France-KLM,FR001400J770,France,2025-04-03,TRUE,KPMG & PwC,https://www.airfranceklm.com/sites/default/files/2025-04/2024_urd-ven_04032025.pdf,Airlines
EnBW Energie Baden-Wuerttemberg,DE0005220008,Germany,2025-03-24,TRUE,BDO,https://www.enbw.com/media/report/report-2024/downloads/enbw-annual-report-2024.pdf,Electric Utilities & Power Generators
ProCredit Holding,DE0006223407,Germany,2025-03-27,TRUE,BDO,https://www.procredit-holding.com/wp-content/uploads/2025/04/Annual-Report-2024.pdf?t=1744442769,Commercial Banks
Borealis,n.a.,Austria,2025-04-07,TRUE,KPMG,https://www.borealisgroup.com/storage/Company/About-Borealis/Annual-Report/Borealis-Group-Annual-Report-2024-EN.pdf,Chemicals
Imerys,FR0000120859,France,2025-03-27,TRUE,Deloitte & PwC,https://www.imerys.com/public/2025-03/Imerys-Universal-Registration-Document-2024-EN.pdf,Metals & Mining
Veolia,FR0000124141,France,2025-03-11,TRUE,KPMG & EY,https://www.veolia.com/sites/g/files/dvc4206/files/document/2025/03/Veolia_2024_URD.pdf,Water Utilities & Services
DNV,n.a.,Norway,2025-03-26,TRUE,KPMG,https://brandcentral.dnv.com/download/DownloadGateway.dll?h=BE1B38BB718539CC0AB58A5FF2EA7A83C162393C30B73CE3932AED14E5BA3C3F6A2AE5888D961BDF58312E163C46142E,Professional & Commercial Services
Glenveagh Properties,IE00BD6JX574,Ireland,2025-04-10,TRUE,KPMG,https://glenveagh.ie/download/2024-AR-interactive-pdf,Home Builders
Dino Polska,PLDINPL00011,Poland,2025-04-14,TRUE,KPMG,https://grupadino.pl/wp-content/uploads/2025/04/Dino-Polska-Management-Boards-Activity-Report-for-2024.pdf,Food Retailers & Distributors
Semperit,AT0000785555,Austria,2025-03-20,TRUE,EY,https://www.semperitgroup.com/fileadmin/user_upload/MediaLibrary/SemperitGroup/Investor_relations/Annual_reports_EN/2024-Annual_Report.pdf,Industrial Machinery & Goods
Leonardo,IT0003856405,Italy,2025-03-11,TRUE,EY,https://www.leonardo.com/documents/15646808/28608810/2024+Integrated+Annual+Report.pdf?t=1741973243807,Aerospace & Defence
Michelin,FR001400AJ45,France,2025-04-07,TRUE,Deloitte & PwC,https://dgaddcosprod.blob.core.windows.net/cxf-corporate/attachments/qanvhgnu5jlaiw98oi5q1kzi-2024-universal-registration-document.pdf,Auto Parts
Cabka,NL00150000S7,Netherlands,2025-04-15,TRUE,BDO,https://investors.cabka.com/static-files/3010de3e-198f-45ba-994c-66d031791b84,Containers & Packaging
Getlink,FR0010533075,France,2025-03-06,TRUE,KPMG & Forvis Mazars,https://www.getlinkgroup.com/content/uploads/2025/03/getlink-se-urd-2024_compressed.pdf,Rail Transportation
Vseobecna Uverova Banka (VUB),SK1110001437,Slovakia,2025-04-15,TRUE,EY,https://www.vub.sk/document/documents/VUB/financne-ukazovatele/vyrocna-sprava/EN/24-VUB-Vyrocna-sprava-ENG.pdf,Commercial Banks
Aroundtown,LU1673108939,Luxembourg,2025-03-26,TRUE,KPMG,https://www.aroundtown.de/aroundtown.de/Data_Objects/Downloads/Financial_Reports/FY_2024_Financials/AT_FY_2024.pdf ,Real Estate
Bilfinger    ,DE0005909006,Germany,2025-03-04,TRUE,PwC,https://www.bilfinger.com/fileadmin/One_Global_Website/Investors/IRgemListe/Publikationen/Quartalsberichtserstattung/2024/Q4/250318-01_-_GB_2024_e_-_Screen_verlinkt.pdf,Industrial Machinery & Goods
Cementir Holding,NL0013995087,Netherlands,2025-03-17,TRUE,PwC,https://www.cementirholding.com/sites/default/files/general-meetings/2025-03/CH_2024%20Annual%20Report.pdf,Construction Materials
Jenoptik,DE000A2NB601,Germany,2025-03-25,TRUE,EY,https://www.jenoptik.com/-/media/websitedocuments/ir/berichte-und-tabellen/2024/online-gb/english/jenoptik-annual-report-2024.pdf,Hardware
LEG Immobilien,DE000LEG1110,Germany,2025-03-10,TRUE,Deloitte,https://ir.leg-se.com/media/document/85aa3186-34b5-44f6-ab96-5b06943ccabc/assets/LEG_GB_2024_e.pdf,Real Estate
Redcare Pharmacy,NL0012044747,Netherlands,2025-03-11,TRUE,Forvis Mazars,https://ir.redcare-pharmacy.com/media/document/5af4767c-a001-44c3-8ba3-455d6241a102/assets/2024_Annual_Report_RedcarePharmacy_11032025.pdf,Drug Retailers
Bertelsmann,n.a.,Germany,2025-03-31,TRUE,KPMG,https://www.bertelsmann.com/media/investor-relations/annual-reports/annual-report-2024.pdf,Media & Entertainment
Scout24,DE000A12DM80,Germany,2025-03-27,TRUE,PwC,https://www.scout24.com/media/scout24/Investor_Relations/Berichte_und_Praesentationen/2024_EN/Scout24_Annual_Report_2024_EN.pdf ,Internet Media & Services
Talanx,DE000TLX1005,Germany,2025-03-19,TRUE,PwC,https://www.talanx.com/media/Files/investor-relations/pdf/ergebnisse/2024/Q4/2024_talanx_konzern_en_pw.pdf ,Insurance
TeamViewer,DE000A2YN900,Germany,2025-03-20,TRUE,PwC,https://ir-api.eqs.com/media/document/73eed5fc-e3c4-406b-94d3-8e0492299479/assets/DE000A2YN900-JA-2024-EQ-E-00.pdf?disposition=inline,Software & IT Services
WACKER Chemie,DE000WCH8881,Germany,2025-03-12,TRUE,PwC,https://www.wacker.com/cms/media/en/asset/about_wacker/wacker_at_a_glance/annual_report/annual_report_24.pdf ,Chemicals
Atos,FR0000051732,France,2025-04-10,TRUE,Forvis Mazars,https://atos.net/content/investors-documents/2025/atos-universal-registration-document-2024.pdf,Software & IT Services
Accor,FR0000120404,France,2025-03-28,TRUE,PwC,https://group.accor.com/-/media/Corporate/Investors/Documents-de-reference/ACCOR_URD2024_UK_20250328_MEL.pdf?rev=c8bffc791bea49cf8df80872daede09f,Hotels & Lodging
Mayr Melnhof Karton,AT0000938204,Austria,2025-04-18,TRUE,PwC,https://mm.group/wp-content/uploads/MM_Annual_Report_2024.pdf,Containers & Packaging
PORR,AT0000609607,Austria,2025-03-27,TRUE,EY,https://porr-group.com/fileadmin/s_porr-group/IR/Konzernberichte/2024/PORR_Geschaeftsbericht_2024_en_sec.pdf,Engineering & Construction Services
STMicroelectronics,NL0000226223,Netherlands,2025-03-27,TRUE,EY,https://investors.st.com/static-files/ea3b0c4d-88be-404f-ac90-9236fe61d454,Semiconductors
Intesa Sanpaolo,IT0000072618,Italy,2025-04-11,TRUE,EY,https://group.intesasanpaolo.com/content/dam/portalgroup/repository-documenti/investor-relations/bilanci-relazioni-en/2024/2024_Annual_report.pdf,Commercial Banks
Op Mobility (ex. Plastic Omnium),FR0000124570,France,2025-03-14,TRUE,PwC & EY,https://www.opmobility.com/wp-content/uploads/2025/03/opmobility-urd-2024-en.pdf,Building Products & Furnishings
Cenergy,BE0974303357,Belgium,2025-04-09,TRUE,PwC,https://cenergyholdings.com/wp-content/uploads/2025/04/Cenergy-Annual_Report_2024.pdf,Electrical & Electronic Equipment
Ontex,BE0974276082,Belgium,2025-03-18,TRUE,PwC,https://ontex.com/wp-content/uploads/2025/03/24AR_AnnualReport_EN_Final.pdf,Household & Personal Products
Bank of America Europe DAC,n.a.,Ireland,2025-04-17,TRUE,Forvis Mazars,https://d1io3yog0oux5.cloudfront.net/_27a93bbd78ef921b9fd4514a375cbacb/bankofamerica/db/914/10181/pdf/BofA+Europe+fully+signed+2024_ADA.pdf,Commercial Banks
MAXIMA GRUPE,n.a.,Lithuania,2025-04-03,TRUE,PwC,https://www.maximagrupe.eu/uploads/2025%20ataskaitos/MXG%20Consolidated%20Management%20Report%202024%20(signed).pdf,Food Retailers & Distributors
MBANK,PLBRE0000012,Poland,2025-03-14,TRUE,KPMG,https://www.mbank.pl/pdf/relacje-inwestorskie/raport-roczny/2024/management-board-report.pdf#page=117,Commercial Banks
ING BANK ?L?SKI,PLBSK0000017,Poland,2025-03-07,TRUE,Forvis Mazars,https://en.ing.pl/_fileserver/item/k82wipl,Commercial Banks
LAMDA Development,GRS245213004,Greece,2025-03-26,TRUE,EY,https://www.lamdadev.com/sites/default/files/2025-03/lamda-development_2024t4_en.pdf?_gl=1*q24s7r*_up*MQ..*_gs*MQ..*_ga*MjAyODczOTQ3NC4xNzQzNDAzOTQx*_ga_Q85XM876DJ*MTc0MzQwMzk0MS4xLjEuMTc0MzQwNDM0Ni4wLjAuMA..&gclid=EAIaIQobChMItbzYzO3xiAMVEWdBAh1arwpPEAAYASAAEgId3_D_BwE,Real Estate
Cyfrowy Polsat,PLCFRPT00013,Poland,2025-04-09,TRUE,EY,https://grupapolsatplus.pl/sites/default/files/documents/2025/gpp_eng_fy2024.pdf,Telecommunication Services
ENEA,PLENEA000013,Poland,2025-04-09,TRUE,PwC,https://cdn-netpr.pl/file/attachment/2795920/9e/management_board_report_on_activity_of_enea_and_enea_group.pdf,Electric Utilities & Power Generators
Clariane,FR0010386334,France,2025-04-01,TRUE,Forvis Mazars,https://www.clariane.com/sites/default/files/2025-04/CLARIANE_DEU_2024_UK.pdf,Health Care Delivery
Icade,FR0000035081,France,2025-03-25,TRUE,Forvis Mazars,https://www.icade.fr/en/content/download/6671/file/universal-registration-document-2024.pdf,Real Estate
Rapala VMC,FI0009007355,Finland,2025-04-10,TRUE,Deloitte,https://investors.rapalavmc.com/files/documents/rapala-vmc-corporation-annual-report-2024.pdf,Toys & Sporting Goods
Salzgitter,DE0006202005,Germany,2025-03-21,TRUE,EY,https://www.salzgitter-ag.com/fileadmin/finanzberichte/2024/gb2024/en/downloads/szag-ar2024-complete.pdf,Iron & Steel Producers
Legrand,FR0010307819,France,2025-04-09,TRUE,PwC & Forvis Mazars,https://www.legrandgroup.com/sites/default/files/Documents_PDF_Legrand/Finance/2025/autre/Legrand_URD_2024_ENGLISH_1744198492.pdf,Electrical & Electronic Equipment
iliad,FR0004035913,France,2025-04-24,TRUE,Deloitte,https://www.iliad.fr/media/ILIAD_URD_28042025_ENG_81bbd00ae3.pdf,Telecommunication Services
Worldline,FR0011981968,France,2025-04-15,TRUE,Deloitte,https://investors.worldline.com/content/dam/investors-worldline-com/assets/documents/universal-registration-document/wordline_urd_2024.pdf,Software & IT Services
Ion Beam Applications (IBA),BE0003766806,Belgium,2025-04-28,TRUE,PwC,https://www.iba-worldwide.com/sites/default/files/2025-04/iba-annual-report_2024_en.pdf,Medical Equipment & Supplies
Greenvolt-Energias Renovaveis,PTGNV0AM0001,Portugal,2025-04-30,TRUE,Deloitte,https://www.cmvm.pt/PInstitucional/PdfVierInfPriv?Input=5EEB687C1F16B2C880DA7A040186F7EE308C4E5FE2ECF26305C5FC40C3725117,Electric Utilities & Power Generators
The Navigator Company,PTPTI0AM0006,Portugal,2025-04-30,TRUE,KPMG,https://www.thenavigatorcompany.com/wp-content/uploads/2025/04/RA2024-NVG-en.pdf,Pulp & Paper Products
Impresa SGPS,PTIPR0AM0000,Portugal,2025-04-30,TRUE,Deloitte,https://sdistribution.impresa.pt/data/content/binaries/149/e2a/4010f45d-4401-4619-a7de-13789689966e/Relatorio-e-Contas-Impresa-2024_ENG.pdf,Media & Entertainment
Altri SGPS,PTALT0AE0002,Portugal,2025-04-03,TRUE,EY,https://www.cmvm.pt/PInstitucional/PdfVierInfPriv?Input=608D67E5442AC81836E5C9B31CAE7942F341CBDCA4DF224EF356EF9BFCB5C3DB,Pulp & Paper Products
Crédit Mutuel Arkéa,n.a.,France,2025-04-11,TRUE,Deloitte & PwC,https://www.cm-arkea.com/arkea/banque/upload/docs/application/pdf/2025-04/cma_urd_eng_2024.pdf,Commercial Banks
CUF,n.a.,Portugal,2025-04-23,TRUE,Deloitte ,https://www.cuf.pt/media/53524/download?inline=,Health Care Delivery
Jerónimo Martins SGPS,PTJMT0AE0001,Portugal,2025-04-24,TRUE,EY,https://reports.jeronimomartins.com/annual-report/2024/_assets/downloads/entire-jeronimomartins-ar24.pdf,Food Retailers & Distributors
Mota-Engil SGPS,PTMEN0AE0005,Portugal,2025-04-14,TRUE,PwC,https://www.mota-engil.com/app/uploads/2025/04/Integrated-Report-2024_ING-1.pdf,Engineering & Construction Services
GALP Energia SGPS,PTGAL0AM0009,Portugal,2025-04-07,TRUE,EY,https://www.galp.com/corp/Portals/0/Recursos/Investidores/IMR2024/IntegratedManagementReport.pdf#page=45,Oil & Gas – Exploration & Production
Banco Comercial Português,PTBCP0AM0015,Portugal,2025-03-27,TRUE,KPMG,https://www.cmvm.pt/PInstitucional/PdfVierInfPriv?Input=6F9722A6243B1E28BCCEF71DABF58EA978BA8635C0ADAFDBFCA0A44B9518E1BF,Commercial Banks
CTT - Correios de Portugal,PTCTT0AM0001,Portugal,2025-03-20,TRUE,EY,https://www.ctt.pt/dA/1da6601694080e4ac85afe253495cc69/ficheiro/Relatorio_Integrado_2024_EN.pdf?language_id=1/export/Relatorio_Integrado_2024_EN.pdf,Air Freight & Logistics
Elia System Operator,BE0003822393,Belgium,2025-03-25,TRUE,EY & BDO,https://issuu.com/eliagroup/docs/_integrated_annual_report_2024?fr=sZTM5YTgzNzgwMjM,Electric Utilities & Power Generators
REN - Redes Energeticas Nacionais SGPS,PTREL0AM0008,Portugal,2025-03-21,TRUE,EY,https://www.ren.pt/media/hkmms4rx/ren-integrated-report-2024.pdf,Electric Utilities & Power Generators
Caixa Geral de Depósitos,n.a.,Portugal,2025-04-17,TRUE,EY,https://www.cgd.pt/English/Investor-Relations/Financial-Information/CGD/2024/Documents/Annual-Report-CGD-2024.pdf,Commercial Banks
Corticeira Amorim SGPS,PTCOR0AE0006,Portugal,2025-05-06,TRUE,EY,https://www.amorim.com/xms/files/Investidores/Relatorio_Anual/Amorim_RC24_EN.pdf,Containers & Packaging
HELLENiQ ENERGY Holdings,GRS298343005,Greece,2025-02-27,TRUE,EY,https://www.helleniqenergy.gr/sites/default/files/2025-04/2024-annual-financial-report-en.pdf?_gl=1*v2e22s*_up*MQ..*_ga*MTE1NTUwMTE1MC4xNzQ2NjEyMDA1*_ga_BV7HGJPB33*czE3NDY2MTIwMDUkbzEkZzEkdDE3NDY2MTIwMTkkajAkbDAkaDA.,Oil & Gas – Refining & Marketing
Ibersol SGPS,PTIBS0AM0008,Portugal,2025-05-07,TRUE,KPMG,https://www.ibersol.pt/investidores/relatorio-contas/2024/Ibersol_2024.pdf,Restaurants
DWS Group,DE000DWS1007,Germany,2025-03-13,TRUE,KPMG,https://download.dws.com/download?elib-assetguid=0a5c5eabf8714defa4de4d184b1a1c3a&publishLocationGuid=eacbc9cf4b8e4d2189eb69cd09e2ff4f,Asset Management & Custody Activities
Amundi,FR0004125920,France,2025-04-16,TRUE,PwC & Forvis Mazars,https://about.amundi.com/files/nuxeo/dl/48abea4f-1ecf-4f4c-a5bf-2110d952425b,Asset Management & Custody Activities
Lindab International,SE0001852419,Sweden,2025-04-06,TRUE,Deloitte,https://www.lindabgroup.com/api/cision/GetReleasePdf?releaseId=3D9354BAC8559E67&name=Lindab%27s%20Annual%20Report%20and%20Sustainability%20Report%202024,Electrical & Electronic Equipment
BRD Groupe Societe Generale,ROBRDBACNOR2,Romania ,2025-03-14,TRUE,PWC,https://www.brd.ro/sites/default/files/_files/pdf/2.2%20BoD%20Report%202024%20EN%20-14.03.2025_FINAL.pdf,Commercial Banks
Valamar Riviera,HRRIVPRA0000,Croatia,2025-04-15,TRUE,EY,https://valamar-riviera.com/media/500822/annual-report-for-2024-consolidated-pdf.pdf,Hotels & Lodging
STRABAG,AT000000STR1,Austria,2025-04-28,TRUE,PwC,https://www.strabag.com/site/strabag-company-locale/get/params_E495869683/1682291/STRABAG_Annual%20and%20Sustainability%20Report%202024_e.pdf,Engineering & Construction Services
FACC,AT00000FACC2,Austria,2025-03-26,TRUE,KPMG,https://www.facc.com/en/content/download/3113996/file/FA_0124_Geschaeftsbericht_EN_RZ_250325_FINAL.pdf,Aerospace & Defence
Enel,IT0003128367,Italy,2025-04-22,TRUE,KPMG,https://www.enel.com/content/dam/enel-com/documenti/investitori/informazioni-finanziarie/2024/annuali/en/integrated-annual-report_2024.pdf,Electric Utilities & Power Generators
Scandinavian Tobacco Group,DK0060696300,Denmark,2025-03-06,TRUE,PwC,https://www.st-group.com/media/hsemuqiw/stg-annual-report-2024.pdf,Tobacco
Aalberts,NL0000852564,Netherlands,2025-02-27,TRUE,Deloitte,https://aalberts-website.s3.eu-west-1.amazonaws.com/media/App/Models/Download/000/000/502/attachment/original/Aalberts%20annual%20report%202024.pdf,Industrial Machinery & Goods
Aareal Bank,DE000A37FT90,Germany,2025-03-27,TRUE,KPMG,https://www.aareal-bank.com/fileadmin/downloadlist/DAM_Content/IR/Finanzberichte/2024/20241231_gb_en.pdf,Consumer Finance
Abertis Infraestructuras,ES0111845014,Spain,2025-02-27,TRUE,KPMG,https://abertis.com/media/web_abertis/Abertis%20Annual%20Report%202024_20250227174232.pdf,Engineering & Construction Services
Acea,IT0001207098,Italy,2025-04-07,TRUE,PwC,https://www.gruppoacea.it/content/dam/acea-corporate/acea-foundation/pdf/en/company/investors/2025/reports/2024-consolidated-financial-statements.pdf,Electric Utilities & Power Generators
Achmea Holding,n.a.,Netherlands,2025-04-15,TRUE,EY,https://www.achmea.nl/-/media/achmea/documenten/investors/publicaties-2024/eng-financial-statements-achmea-bv-2024.pdf,Insurance
Aegon,NL0000303709,Netherlands,2025-03-27,TRUE,EY,https://www.aegon.com/system/files/file/2025-03/aegon-integrated-annual-report-2024.pdf,Insurance
Aeroports de Paris,FR0010340141,France,2025-03-27,TRUE,Deloitte & EY,https://www.parisaeroport.fr/docs/default-source/groupe-fichiers/finance/information-r%C3%A9glement%C3%A9e-amf/documents-de-r%C3%A9f%C3%A9rence/2025/universal-registration-document-2024.pdf?sfvrsn=5d6ea7bd_2,Professional & Commercial Services
Ageas,BE0974264930,Belgium,2025-02-27,TRUE,PwC,https://downloads.ctfassets.net/o6mf177wvfka/4OJL4qi7qFnIz79qdI5NAL/67a7ffd56d06a71fc12251dcb3fa369c/Ageas-AR-ENG-24.pdf,Insurance
AGFA-Gevaert,BE0003755692,Belgium,2025-03-12,TRUE,PwC,https://www.agfa.com/corporate/wp-content/uploads/sites/2/2025/04/Agfa-Annual-Report-2024_online.pdf,Industrial Machinery & Goods
Aker BP,NO0010345853,Norway,2025-04-08,TRUE,PwC,https://akerbp.com/wp-content/uploads/2025/04/annual-report-2024.pdf,Oil & Gas – Exploration & Production
Aker Solutions,NO0010716582,Norway,2025-04-04,TRUE,PwC,https://www.akersolutions.com/globalassets/investors/agm/2025/akso---annual-report-2024.pdf,Oil & Gas – Services
Aktia Bank,FI4000058870,Finland,2025-03-13,TRUE,KPMG,https://www.aktia.com/sites/aktia-corp/files/investors/Aktia%27s%20year%202024/Aktia%20Bank%20Plc%20Financial%20Review%202024.pdf,Commercial Banks
Akzo Nobel,NL0013267909,Netherlands,2025-02-24,TRUE,PwC,https://www.akzonobel.com/content/dam/akzonobel-corporate/global/en/investor-relations-images/result-center/archive-annual-reports/2029-2020/AkzoNobel-annual-report-2024.pdf,Chemicals
Scandic Hotels Group,SE0007640156,Sweden,2025-04-11,TRUE,PwC,https://mb.cision.com/Main/13379/4133432/3381224.pdf,Hotels & Lodging
Pandox,SE0007100359,Sweden,2025-03-13,TRUE,PwC,https://www.pandox.se/files/mfn/9d1a99ca-e447-48d7-8152-e7c16d752759/pandox-annual-report-2024.pdf,Real Estate Services
Barclays Bank Ireland,n.a.,Ireland,2025-03-13,TRUE,KPMG,https://home.barclays/content/dam/home-barclays/documents/investor-relations/reports-and-events/annual-reports/2024/Barclays%20Bank%20Ireland%20PLC%20Annual%20Report%202024.pdf,Commercial Banks
Kerry Group,IE0004906560 ,Ireland,2025-02-17,TRUE,PwC,https://www.kerry.com/content/dam/kerry/en/pdf/investors/results-presentations/2025/kerry-group-annual-report-2024.pdf,Processed Foods
Permanent TSB Group Holdings,IE00BWB8X525,Ireland,2025-03-04,TRUE,KPMG,https://www.permanenttsbgroup.ie/~/media/Files/P/Ptsb-CORP/documents/result-centre/annual-interim/2024/ptsbgh-annual-report-2024.pdf,Commercial Banks
SCOR,FR0010411983,France,2025-03-20,TRUE,KPMG & Forvis Mazars,https://www.scor.com/en/download/file?token=def50200f6f91ecca5556838ee9f28328afcc177e473dd827d9aa6ddf80f39cca0b74e4f8206d41b617107de8755cead0455d170ae7c38775e1c1934a3f01d5bc0a6607ec03d52a412f542695f72d3d6271593deaa08f56d0815d40af1c942c102f7b53b7fa48c383a7fd2e6b64c55c79ad8392d51f7678255de706fa24e8a7bba2bca4ce6,Insurance
Arkema,FR0010313833,France,2025-03-27,TRUE,KPMG & Forvis Mazars,https://www.arkema.com/files/live/sites/shared_arkema/files/downloads/investorrelations/en/finance/ARKEMA_DEU_2024_UK_MEL.pdf,Chemicals
Valeo,FR0013176526,France,2025-03-27,TRUE,KPMG & Forvis Mazars,https://www.valeo.com/wp-content/uploads/2025/04/Valeo_2024-Universal-registration-document.pdf,Auto Parts
Piaggio & C,IT0003073266,Italy,2025-04-15,TRUE,Deloitte,https://www.piaggiogroup.com/sites/default/files/documents/Piaggio%20Group%20Annual%20Report%202024_0.pdf,Automobiles
Salvatore Ferragamo,IT0004712375,Italy,2025-04-16,TRUE,KPMG,https://cdn.ferragamo.com/cdn/investor-relations/financial-documents/2024/en/Annualreport2024.pdf,"Apparel, Accessories & Footwear"
Alliander,n.a.,Netherlands,2025-03-05,TRUE,PwC,https://annualreport.alliander.com/external/asset/download/project/f944830a-03fd-0000-1d58-bb5f7bb302a1/name/Alliander_Annual_Report_2024.pdf,Electric Utilities & Power Generators
Alm Brand,DK0015250344,Denmark,2025-02-05,TRUE,EY,https://s29.q4cdn.com/228553818/files/doc_news/agm/2025/Annual-Report-2024-Alm-Brand-AS.pdf,Insurance
